id,name,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,wifi,Pets,hot_tub,square_feet,price,weekly_price,monthly_price,review_scores_rating,enjoy_stay
10415529,"Backyard oasis with  pool, hot tub, and much more!",Denver,CO,80222,House,Entire home/apt,12,3.5,5,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other}",TRUE,TRUE,TRUE,,$500.00 ,,,95,Yes
10426535,Pot-Friendly 2-Bdrm. Green Mile Location. Welcome!,Denver,CO,80210,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove}",TRUE,FALSE,FALSE,,$99.00 ,,,94,Yes
10494162,Charming Guesthouse Close to Downtown.,Denver,CO,80205,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Smart TV"",""DVD player"",""Gas oven"",""Breakfast table"",Netflix,""Outdoor seating"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",TRUE,TRUE,FALSE,,$85.00 ,,,99,Yes
10500808,"Cozy, Sunny, & Unique LOHI Urban Boho Bungalow",Denver,CO,80211,Bungalow,Entire home/apt,7,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",TRUE,FALSE,FALSE,,$99.00 ,,,98,Yes
10526349,Mansion living w/lots of character!,Denver,CO,80203,Condominium,Entire home/apt,3,1,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",Other}",TRUE,FALSE,FALSE,,$95.00 ,,,100,Yes
10545642,"Sunny, Cute,  & Cozy Urban Retreat",Denver,CO,80205,Townhouse,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$115.00 ,,,98,Yes
10593026,Best of fine living in the city.,Denver,CO,80207,Bungalow,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Pets live on this property"",""Free street parking"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Bed linens"",Other}",TRUE,TRUE,FALSE,,$125.00 ,,,93,Yes
10674874,Historic Cottage on Park Blocks from RINO with AC,Denver,CO,80205,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$120.00 ,,,98,Yes
10677661,Baker Bungalow,Denver,CO,80223,Bungalow,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",TRUE,TRUE,FALSE,,$145.00 ,,,99,Yes
10704273,Next to Sloans Lake. Private Room. Private Entry,Denver,CO,80212,House,Private room,4,1,2,1,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Garden or backyard"",""Luggage dropoff allowed"",""Handheld shower head""}",TRUE,FALSE,FALSE,,$82.00 ,,,94,Yes
10706175,Cap Hill/Uptown Studio,Denver,CO,80203,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""24-hour check-in""}",TRUE,FALSE,FALSE,,$75.00 ,,,,No
10709107,Beautiful Walkout Basement Apt incl one car garage,Denver,CO,80249,House,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$99.00 ,,,98,Yes
10730155,Victorian near the center of Denver,Denver,CO,80205,House,Private room,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Host greets you""}",TRUE,TRUE,FALSE,,$115.00 ,,,97,Yes
10747925,"1887Victorian3bed2Bath-hot tub, DownTown 420Okay",Denver,CO,80218,House,Entire home/apt,8,2,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",TRUE,FALSE,TRUE,,$222.00 ,,,95,Yes
10828998,Lovely Historic GLENARM HOUSE close to everything!,Denver,CO,80205,House,Entire home/apt,10,2,5,10,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",TRUE,FALSE,FALSE,,$635.00 ,,,96,Yes
10833777,Charming Capitol Hill Condo with large patio.,Denver,CO,,Condominium,Entire home/apt,3,2,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",TRUE,FALSE,FALSE,,$79.00 ,,,95,Yes
10927209,Private Room in Amazing Historic Building,Denver,CO,80202,Hostel,Hotel room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher}",TRUE,FALSE,FALSE,,$115.00 ,,,96,Yes
10927816,Premium Bed in FEMALE ONLY Shared Room,Denver,CO,80202,Hostel,Hotel room,6,2,1,6,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",TRUE,FALSE,FALSE,,$50.00 ,,,97,Yes
10927867,Amazing Bunk FEMALE Only Shared Room,Denver,CO,80202,Hostel,Hotel room,6,2,1,6,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",TRUE,FALSE,FALSE,,$45.00 ,,,91,Yes
10927919,Incredible View of Mountains in Shared Room,Denver,CO,80202,Hostel,Hotel room,4,2,1,4,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Patio or balcony""}",TRUE,FALSE,FALSE,,$43.00 ,,,93,Yes
10927966,Awesome Shared Room Next to Best Bars in Denver,Denver,CO,80202,Hostel,Shared room,9,2,1,9,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Patio or balcony""}",TRUE,FALSE,FALSE,,$45.00 ,,,98,Yes
10928009,"Stay @ ""One of America's BEST Hostels!""",Denver,CO,80202,Hostel,Hotel room,8,2,1,8,Real Bed,"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Patio or balcony""}",TRUE,FALSE,FALSE,,$50.00 ,,,94,Yes
10946289,New! 20% OFF! Baker home just 1 block off Broadway,Denver,CO,80223,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Host greets you""}",TRUE,FALSE,FALSE,,$99.00 ,$350.00 ,$900.00 ,99,Yes
10995273,Stylish 2 story unit in Victorian Mansion,Denver,CO,80205,Apartment,Entire home/apt,6,2,2,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Self check-in"",Keypad}",TRUE,FALSE,FALSE,,$157.00 ,,,97,Yes
11037671,420 friendly,Denver,CO,80214,Townhouse,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,Oven,Other,""Lake access""}",TRUE,FALSE,FALSE,,$102.00 ,$350.00 ,"$1,300.00 ",97,Yes
11048504,The Next Door Inn!,Denver,CO,80211,House,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",TRUE,FALSE,TRUE,,$175.00 ,$950.00 ,,99,Yes
11065664,Zen Get Away,Denver,CO,80220,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter""}",TRUE,TRUE,FALSE,,$89.00 ,,,96,Yes
11070296,Distinct Denver Downtown Bungalow,Denver,CO,80205,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{Internet,Wifi,Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",TRUE,FALSE,FALSE,,$88.00 ,,,97,Yes
11080835,Pied-a-terre in Vibrant Family Home,Denver,CO,80205,House,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",TRUE,TRUE,FALSE,,$42.00 ,,,100,Yes
11119735,Half house near RiNo - 3 Beds,Denver,CO,80205,Bungalow,Private room,4,1,2,3,Real Bed,"{Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$120.00 ,,,95,Yes
11120331,Scandinavian Boho Retreat,Denver,CO,80205,Bungalow,Entire home/apt,6,2,3,4,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$209.00 ,,,96,Yes
11123088,Denver Highlands Haven,Denver,CO,80211,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""Well-lit path to entrance"",""Accessible-height toilet"",Other}",TRUE,TRUE,FALSE,,$99.00 ,,,98,Yes
11127739,Upstairs @ Eric's - HipFunPad & Super Neighborhood,Denver,CO,80212,Loft,Entire home/apt,7,1.5,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$125.00 ,,,99,Yes
